,Unnamed: 0,url,input_text,Entity1,Relationship,Entity2,Qualifiers,Entity2_cleaned,Qualifiers_cleaned,Entity1_cleaned
250,0,https://migri.fi/en/quota-refugee-statistics,"* The total figure of 676 includes also the additional referrals accepted in Finland during the year 2007, but which were part of 2006 emergency quota.",['Finland'],significant event,"['emergency', 'quota.']","['point in time', ['the', 'year', '2007,']]",emergency  quota.,point in time  the  year  2007 ,Finland
251,0,https://migri.fi/en/quota-refugee-statistics,"** Also the annual quota of 2006, was supplemented during the selection mission in Thailand with 67 accepted quota refugees to Finland in 2007.",['Thailand'],shares border with,['Finland'],"['start time', ['2007.']]",Finland,start time  2007.,Thailand
252,0,https://migri.fi/en/quota-refugee-statistics,"* Some quota refugee places which were not used within year 2004, were used in the beginning of 2005 while admitting refugees to Finland from the selection mission to Thailand and Cambodia.",['Thailand'],shares border with,['Cambodia.'],"['start time', ['the', 'beginning', 'of', '2005']]",Cambodia.,start time  the  beginning  of  2005,Thailand
253,0,https://migri.fi/en/old-statistics,"Old statistics, variably covering the years 2006–2015",['Old'],subclass of,['variably'],"['series ordinal', ['the']]",variably,series ordinal  the,Old
254,0,https://migri.fi/en/glossary,"Assisted voluntary return refers to an arrangement where a third-country national who has applied for international protection, a beneficiary of temporary protection, a victim of human trafficking or a person who has been granted a residence permit under section 51 of the Aliens Act can receive assistance and compensation for travel and relocation costs to his or her home country or another country.","['Assisted', 'voluntary']",subclass of,['residence'],"['of', ['Aliens']]",residence,of  Aliens,Assisted  voluntary
255,0,https://migri.fi/en/glossary,A procedure in which the Finnish Immigration Service or the Border Guard first establishes the identity and travel route of the asylum seeker and whether his or her application can be processed in Finland.,['Finnish'],subclass of,['Immigration'],"['country', ['Finland.']]",Immigration,country  Finland.,Finnish
256,0,https://migri.fi/en/glossary,A procedure in which the Finnish Immigration Service or the Border Guard first establishes the identity and travel route of the asylum seeker and whether his or her application can be processed in Finland.,['Service'],subclass of,['Immigration'],"['country', ['Finland.']]",Immigration,country  Finland.,Service
257,0,https://migri.fi/en/glossary,"In unclear situations, the Finnish Immigration Service establishes the citizenship the person is considered to hold in Finland.","['Finnish', 'Immigration', 'Service']",instance of,['citizenship'],"['of', ['Finland.']]",citizenship,of  Finland.,Finnish  Immigration  Service
258,0,https://migri.fi/en/glossary,"Persons who the UN refugee agency UNHCR considers to be refugees in need of urgent resettlement, often due to their personal safety or health.","['agency', 'UNHCR']",position held,['to'],"['of', ['refugees']]",to,of  refugees,agency  UNHCR
259,0,https://migri.fi/en/glossary,These persons are admitted into the country on the basis of UNHCR’s documents without being interviewed by the Finnish authorities.,"['country', 'on']",residence,['of'],"['located in the administrative territorial entity', ['UNHCR’s']]",of,located in the administrative territorial entity  UNHCR’s,country  on
260,0,https://migri.fi/en/glossary,A long-term resident’s EU residence permit that can be issued to a third-country national after he or she has resided for a continuous period of five years within the territory of the European Union.,['EU'],subclass of,"['residence', 'permit']","['of', ['European', 'Union.']]",residence  permit,of  European  Union.,EU
261,0,https://migri.fi/en/glossary,An expatriate Finn is a Finnish citizen or a person of Finnish origin who lives permanently outside Finland.,['is'],subclass of,[],"['of', ['person']]",,of  person,is
262,0,https://migri.fi/en/glossary,An expatriate Finn is a Finnish citizen or a person of Finnish origin who lives permanently outside Finland.,['or'],subclass of,[],"['of', ['person']]",,of  person,or
263,0,https://migri.fi/en/glossary,"Finnish origin refers to Finnish citizens, former Finnish citizens, descendants of persons who have acquired Finnish citizenship by birth and, in residence permit matters, also persons of Finnish ethnic origin.","['Finnish', 'origin']",subclass of,['citizenship'],"['of', ['Finnish']]",citizenship,of  Finnish,Finnish  origin
264,0,https://migri.fi/en/glossary,Fixed-term residence permits are issued for a continuous or temporary residence.,['Fixed-term'],subclass of,"['residence', 'permits']","['of', ['temporary']]",residence  permits,of  temporary,Fixed-term
265,0,https://migri.fi/en/glossary,"international protection fi kansainvälinen suojelu sv internationellt skydd According to EU directives and the Finnish Aliens Act, international protection means refugee status or subsidiary protection status.","['Finnish', 'Aliens']",instance of,"['refugee', 'status']","['of', ['EU']]",refugee  status,of  EU,Finnish  Aliens
266,0,https://migri.fi/en/glossary,The residence permit card is not an official identity document.,"['residence', 'permit']",instance of,"['not', 'an']","['of', ['document.']]",not  an,of  document.,residence  permit
