,Unnamed: 0,url,input_text,Entity1,Relationship,Entity2,Qualifiers,Entity1_cleaned,Entity2_cleaned,Qualifiers_cleaned
211,0,https://migri.fi/en/entrepreneur,"As a private trader, you can apply for a residence permit for an entrepreneur without a Business ID only if you apply for a first residence permit before arriving in Finland.",['ID'],subclass of,"['residence', 'permit']","['of', ['Finland.']]",ID,residence  permit,of  Finland.
212,0,https://migri.fi/en/start-up-entrepreneur,Only one person in your start-up team needs to apply for the statement and share it with the rest of the team.,"['one', 'person', 'in']",subclass of,"['share', 'it']","['of', []]",one  person  in,share  it,of  
213,0,https://migri.fi/en/start-up-entrepreneur,Read more on the page Fast track.,['Read'],instance of,[],"['of', []]",Read,,of  
214,0,https://migri.fi/en/specialist,"Your gross salary must be at least EUR 3,638 per month in 2024.",['EUR'],position held,['salary'],"['end time', ['2024.']]",EUR,salary,end time  2024.
215,0,https://migri.fi/en/research-completed-in-finland,"You have carried out and completed research work in Finland, such as scientific research, a licentiate degree, or a doctoral dissertation.",['licentiate'],subclass of,"['doctoral', 'dissertation.']","['of', ['Finland,']]",licentiate,doctoral  dissertation.,of  Finland 
216,0,https://migri.fi/en/research-completed-in-finland,"You have a job, are an entrepreneur, or pursue a trade or business in Finland.",['You'],subclass of,"['entrepreneur,']","['of', ['Finland.']]",You,entrepreneur ,of  Finland.
217,0,https://migri.fi/en/research-completed-in-finland,You must have a sufficient level of income in Finland during the entire period of validity of your residence permit.,['You'],instance of,"['residence', 'permit.']","['of', ['Finland']]",You,residence  permit.,of  Finland
218,0,https://migri.fi/en/degree-completed-in-finland,The permit can be granted after you have graduated.,['The'],subclass of,"['granted', 'after']","['of', []]",The,granted  after,of  
219,0,https://migri.fi/en/residence-permit-to-look-for-work,Read more on the page Incomes Register.,['Register.'],instance of,[],"['of', []]",Register.,,of  
220,0,https://migri.fi/en/internship,"If you are coming to Finland as a trainee employee in the context of an intra-corporate transfer, apply for an ICT residence permit.",['ICT'],instance of,"['residence', 'permit.']","['of', ['Finland']]",ICT,residence  permit.,of  Finland
221,0,https://migri.fi/en/internship,Your salary must at least correspond to the salary specified in the collective agreement that applies to your employment relationship.,['salary'],subclass of,"['collective', 'agreement']","['of', ['relationship.']]",salary,collective  agreement,of  relationship.
222,0,https://migri.fi/en/internship,The documents you need to attach to the application are listed at the end of the page.,['you'],subclass of,['application'],"['subject has role', ['need']]",you,application,subject has role  need
223,0,https://migri.fi/en/seasonal-work,The Seasonal Workers Act also applies to temporary agency work.,"['Seasonal', 'Workers', 'Act']",subclass of,['agency'],"['of', ['temporary']]",Seasonal  Workers  Act,agency,of  temporary
224,0,https://migri.fi/en/seasonal-work,"During the high season for seasonal work, the processing situation of seasonal work applications is updated every Tuesday.","['seasonal', 'work']",subclass of,['seasonal'],"['series ordinal', ['Tuesday.']]",seasonal  work,seasonal,series ordinal  Tuesday.
225,0,https://migri.fi/en/residence-permit-for-seasonal-work,Your wages must meet at least the minimum set in accordance with the collective agreement applicable to your employment contract.,['Your'],headquarters location,"['wages', 'must']","['of', ['collective']]",Your,wages  must,of  collective
226,0,https://migri.fi/en/seasonal-work-adding-new-employer,"You can only apply for the addition of a new employer when you have a valid seasonal work permit (a visa for seasonal work, a certificate for seasonal work or a residence permit for seasonal work).",['have'],country,"['employer', 'when']","['series ordinal', ['for']]",have,employer  when,series ordinal  for
227,0,https://migri.fi/en/seasonal-work-adding-new-employer,"If you applied for your current certificate for seasonal work or residence permit for seasonal work online in Enter Finland, apply for the addition of a new employer in Enter Finland as well.","['Enter', 'Finland,']",instance of,"['residence', 'permit']","['of', ['Enter', 'Finland']]",Enter  Finland ,residence  permit,of  Enter  Finland
228,0,https://migri.fi/en/seasonal-work-adding-new-employer,Pay the processing fee of EUR 90 in Enter Finland.,"['EUR', '90']",subclass of,"['processing', 'fee']","['of', ['Enter', 'Finland.']]",EUR  90,processing  fee,of  Enter  Finland.
229,0,https://migri.fi/en/seasonal-work-adding-new-employer,Amendments to the Seasonal Workers Act on 17 June 2021,"['Seasonal', 'Workers']",replaces,['Act'],"['start time', ['17', 'June', '2021']]",Seasonal  Workers,Act,start time  17  June  2021
230,0,https://migri.fi/en/frequently-asked-questions12,I am going to return to the same employer for whom I worked 3 years ago.,['I'],position held,['employer'],"['start time', ['3', 'years', 'ago.']]",I,employer,start time  3  years  ago.
231,0,https://migri.fi/en/frequently-asked-questions12,I would like to know the rights that a picker of wild berries has in Finland.,"['wild', 'berries']",subclass of,['picker'],"['of', ['Finland.']]",wild  berries,picker,of  Finland.
232,0,https://migri.fi/en/submit-your-application-in-the-e-service,Read more on the page Certificate requests.,"['Read', 'more', 'on']",headquarters location,[],"['of', []]",Read  more  on,,of  
233,0,https://migri.fi/en/submit-your-application-in-the-e-service,Read more on the page Certificate requests.,"['Read', 'more', 'on']",headquarters location,[],"['of', []]",Read  more  on,,of  
234,0,https://migri.fi/en/sufficient-language-and-computer-skills,"Creating a personal user account, protecting the account with a password and submitting an application online is only possible if you have a personal e-mail address and know how to use a computer.",['personal'],subclass of,"['user', 'account,']","['of', ['e-mail', 'address']]",personal,user  account ,of  e-mail  address
235,0,https://migri.fi/en/eu-citizen,A registration certificate can be issued when you meet the requirements for EU registration.,"['registration', 'certificate']",subclass of,['registration.'],"['of', ['EU']]",registration  certificate,registration.,of  EU
236,0,https://migri.fi/en/eu-citizen,"For a child who is an EU citizen, a registration certificate is usually applied for on the basis of family ties.",['certificate'],subclass of,"['citizen,']","['of', ['EU']]",certificate,citizen ,of  EU
237,0,https://migri.fi/en/eu-citizen,"If you have not saved your EU registration certificate and it has been removed from the online service, you can request the certificate from the Finnish Immigration Service.","['If', 'you']",instance of,"['saved', 'your', 'EU']","['of', ['and', 'it', 'has']]",If  you,saved  your  EU,of  and  it  has
238,0,https://migri.fi/en/eu-citizen,"If you have registered your right of residence over 2 years ago, you need to submit a certificate request to the Finnish Immigration Service.","['If', 'you']",subclass of,['registered'],"['of', ['years']]",If  you,registered,of  years
239,0,https://migri.fi/en/registration-of-right-of-residence,It is possible that more than one of these grounds are applicable to you during your stay in Finland.,['It'],country,['Finland.'],"['series ordinal', ['one']]",It,Finland.,series ordinal  one
240,0,https://migri.fi/en/registration-of-right-of-residence,"As an EU citizen, you will be issued with a registration certificate once you have presented sufficient evidence of meeting the requirements for registration.",['certificate'],subclass of,"['citizen,']","['of', ['EU']]",certificate,citizen ,of  EU
241,0,https://migri.fi/en/right-of-permanent-residence,"Certificate of the right of permanent residence of a citizen of the European Union, EU PYS","['EU', 'PYS']",instance of,"['permanent', 'residence']","['of', ['European', 'Union,']]",EU  PYS,permanent  residence,of  European  Union 
242,0,https://migri.fi/en/residence-card-for-family-members,"If you are applying for a residence card for your child, attach the following documents to the application:",['card'],instance of,"['for', 'a', 'residence']","['of', ['are', 'applying']]",card,for  a  residence,of  are  applying
243,0,https://migri.fi/en/residence-card-for-family-members,"Residence card in Finland for a family member of an EU citizen, EU KORTTI","['EU', 'KORTTI']",instance of,"['Residence', 'card']","['of', ['Finland']]",EU  KORTTI,Residence  card,of  Finland
244,0,https://migri.fi/en/residence-card-and-its-renewal,"Once a decision has been issued, the card will be sent to your nearest DB Schenker collection point within 2 weeks.",['DB'],headquarters location,['point'],"['country', ['2', 'weeks.']]",DB,point,country  2  weeks.
245,0,https://migri.fi/en/cancellation-and-expiry-of-right-of-residence,The Finnish Immigration Service will cancel the registration of your right of residence or your fixed-term residence card if:,"['The', 'Finnish']",subclass of,['registration'],"['of', ['of']]",The  Finnish,registration,of  of
246,0,https://migri.fi/en/frequently-asked-questions3,Leave your residence permit application to the Finnish Immigration Service.,"['Leave', 'your']",subclass of,"['residence', 'permit']","['of', ['Finnish']]",Leave  your,residence  permit,of  Finnish
247,0,https://migri.fi/en/frequently-asked-questions3,Leave your residence permit application to the Finnish Immigration Service.,"['Leave', 'your']",subclass of,['permit'],"['of', ['Service.']]",Leave  your,permit,of  Service.
248,0,https://migri.fi/en/frequently-asked-questions3,You can get a residence card for a family member of an EU citizen.,['You'],instance of,"['residence', 'card']","['of', ['EU']]",You,residence  card,of  EU
249,0,https://migri.fi/en/frequently-asked-questions3,It is enough that you submit an application within three months of your arrival in Finland.,['It'],country,['Finland.'],"['start time', ['three', 'months']]",It,Finland.,start time  three  months
250,0,https://migri.fi/en/frequently-asked-questions3,A person leaving Finland should also inform the Local Register Office that he or she is moving as the Local Register Office will update the information in the Population Information System.,"['Population', 'Information', 'System.']",instance of,"['Local', 'Register', 'Office']","['of', ['Finland']]",Population  Information  System.,Local  Register  Office,of  Finland
251,0,https://migri.fi/en/frequently-asked-questions3,A person leaving Finland should also inform the Local Register Office that he or she is moving as the Local Register Office will update the information in the Population Information System.,"['Population', 'Information']",instance of,"['Local', 'Register']","['of', ['Finland']]",Population  Information,Local  Register,of  Finland
252,0,https://migri.fi/en/book-an-appointment,"Book an appointment in our appointment system to prove your identity or to submit your application at one of our service points, if you are in Finland and you apply for:",['system'],subclass of,['appointment'],"['of', ['Finland']]",system,appointment,of  Finland
253,0,https://migri.fi/en/book-an-appointment,"On that page, you will find a link to an electronic application form, a printable version of the same application form and instructions for filling in the application.",['electronic'],subclass of,"['form,']","['of', ['application']]",electronic,form ,of  application
254,0,https://migri.fi/en/book-an-appointment,You can also use the Processing Time Checker to see the estimated processing time of your application.,"['Processing', 'Time', 'Checker']",subclass of,['processing'],"['of', ['application.']]",Processing  Time  Checker,processing,of  application.
255,0,https://migri.fi/en/service-points,"Address: Tekniikankatu 1 (Wing A), 33720 Tampere",['Tekniikankatu'],located on street,['Tampere'],"['street number', ['1']]",Tekniikankatu,Tampere,street number  1
256,0,https://migri.fi/en/service-points,"Address: Pormestarinkatu 1, 53100 Lappeenranta.",['Pormestarinkatu'],located on street,['Lappeenranta.'],"['street number', ['1,']]",Pormestarinkatu,Lappeenranta.,street number  1 
257,0,https://migri.fi/en/service-points,"Address: Korsholmanpuistikko 45, 65100 Vaasa",['Korsholmanpuistikko'],headquarters location,['Vaasa'],"['street number', ['45,', '65100']]",Korsholmanpuistikko,Vaasa,street number  45   65100
258,0,https://migri.fi/en/service-points,"Address: Albertinkatu 4, 90100 Oulu.",['Albertinkatu'],located in the administrative territorial entity,['Oulu.'],"['street number', ['4,']]",Albertinkatu,Oulu.,street number  4 
259,0,https://migri.fi/en/service-points,"Address: Ruokasenkatu 2 A, 96200 Rovaniemi","['Ruokasenkatu', '2']",headquarters location,['Rovaniemi'],"['street number', ['96200']]",Ruokasenkatu  2,Rovaniemi,street number  96200
260,0,https://migri.fi/en/service-points,"Address: Torggatan 16 A, 22100 Mariehamn",['Torggatan'],located on street,['Mariehamn'],"['street number', ['16']]",Torggatan,Mariehamn,street number  16
261,0,https://migri.fi/en/service-points,"Address: Lintulahdenkuja 2, 00530 Helsinki",['Lintulahdenkuja'],headquarters location,['Helsinki'],"['street number', ['2,']]",Lintulahdenkuja,Helsinki,street number  2 
262,0,https://migri.fi/en/handling-matters-at-a-service-point,You do not need a passport photo for a citizenship application or EU registration.,"['passport', 'photo']",subclass of,['citizenship'],"['of', ['EU']]",passport  photo,citizenship,of  EU
263,0,https://migri.fi/en/handling-matters-at-a-service-point,"If you are under the age of 18, you and at least one of your guardians must personally visit the service point.",['under'],country,['If'],"['quantity', ['are']]",under,If,quantity  are
264,0,https://migri.fi/en/handling-matters-at-a-service-point,You can also use an interpreter.,[],headquarters location,['can'],"['point in time', []]",,can,point in time  
265,0,https://migri.fi/en/handling-matters-at-a-service-point,"In this case, you must book an interpreter and pay his or her fees yourself.",['you'],director / manager,"['his', 'or']","['start time', ['fees']]",you,his  or,start time  fees
266,0,https://migri.fi/en/handling-matters-at-a-service-point,"In this case, you must book an interpreter and pay his or her fees yourself.",['book'],director / manager,"['his', 'or']","['start time', ['fees']]",book,his  or,start time  fees
267,0,https://migri.fi/en/handling-matters-at-a-service-point,"In this case, you must book an interpreter and pay his or her fees yourself.","['his', 'or']",employer,['you'],"['start time', ['fees']]",his  or,you,start time  fees
268,0,https://migri.fi/en/chat1,The Finnish Immigration Service’s Kamu chatbot is a virtual customer servant that utilises artificial intelligence.,"['Kamu', 'chatbot']",subclass of,"['customer', 'servant']","['of', ['Finnish', 'Immigration', 'Service’s']]",Kamu  chatbot,customer  servant,of  Finnish  Immigration  Service’s
269,0,https://migri.fi/en/chat1,Kamu can tell you your application's current place in the processing queue.,['Kamu'],part of,"['processing', 'queue.']","['of', [""application's""]]",Kamu,processing  queue.,"of  ""applications"""
270,0,https://migri.fi/en/chat1,Updates on the progress of your application give you an estimate of how many applications in the same queue will be processed before yours.,['Updates'],subclass of,['your'],"['of', ['give', 'you']]",Updates,your,of  give  you
271,0,https://migri.fi/en/chat1,"Kamu can give you advice about, for example:",['Kamu'],subclass of,['advice'],"['of', ['you']]",Kamu,advice,of  you
272,0,https://migri.fi/en/faq-handling-matters-at-a-service-point,Please remember to tell the employee at the Finnish Immigration Service which service point you originally selected.,['point'],shares border with,['selected.'],"['start time', []]",point,selected.,start time  
273,0,https://migri.fi/en/faq-online-service,Frequently asked questions: Online service Enter Finland,"['Frequently', 'asked', 'questions:']",instance of,['Online'],"['of', ['Finland']]",Frequently  asked  questions:,Online,of  Finland
274,0,https://migri.fi/en/faq-online-service,"In the menu, select ‘My Account’.","['In', 'the']",subclass of,[],"['of', []]",In  the,,of  
275,0,https://migri.fi/en/faq-online-service,"Unfortunately, you will have to visit a service point when you apply for a first residence permit or a permanent residence permit.",['visit'],subclass of,[],"['of', []]",visit,,of  
276,0,https://migri.fi/en/faq-application-forms,"Send a certified copy of your marriage certificate to the Finnish Immigration Service, either directly or via a Finnish embassy.",['certificate'],position held,['Immigration'],"['of', ['Finnish']]",certificate,Immigration,of  Finnish
277,0,https://migri.fi/en/faq-application-forms,"If the certificate is not in Finnish, Swedish, or English, please also send a translation of the certificate in one of these languages, certified by an authorised translator","['Finnish,']",subclass of,['translator'],"['of', ['Swedish,']]",Finnish ,translator,of  Swedish 
278,0,https://migri.fi/en/faq-application-forms,A guardian resident in Finland should complete form PK4 plus.,"['PK4', 'plus.']",subclass of,['guardian'],"['of', ['Finland']]",PK4  plus.,guardian,of  Finland
279,0,https://migri.fi/en/faq-application-forms,A guardian resident abroad should complete form PH4 plus.,"['PH4', 'plus.']",subclass of,"['guardian', 'resident']","['of', ['resident', 'abroad']]",PH4  plus.,guardian  resident,of  resident  abroad
280,0,https://migri.fi/en/faq-application-forms,Fill in the application form in the e-service Enter Finland or fill in a paper form before visiting the service point.,['application'],subclass of,"['service', 'point.']","['of', ['Finland']]",application,service  point.,of  Finland
281,0,https://migri.fi/en/faq-application-forms,Fill in the application form in the e-service Enter Finland or fill in a paper form before visiting the service point.,['e-service'],subclass of,"['service', 'point.']","['of', ['Finland']]",e-service,service  point.,of  Finland
282,0,https://migri.fi/en/faq-residence-permits,The fee will not be refunded even if your application is rejected.,"['The', 'fee']",subclass of,[],"['of', []]",The  fee,,of  
283,0,https://migri.fi/en/faq-residence-permits,"If you are planning to move from Finland, for example, to work or study abroad for at least two years, you should send an application to the Finnish Immigration Service to prevent the cancellation of your residence permit.",['If'],subclass of,"['you', 'are']","['of', ['example,']]",If,you  are,of  example 
